ngay_tao_don,region_shortname,province_name,district_name,ward_name,deliver_warehouse_id,warehouse_name,nhom_kh,nhom_kl,so_don
2026-08-31,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Xương Huân,2049500000.00%,(KHO) Nha Trang,SME,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vạn Thạnh,2049500000.00%,(KHO) Nha Trang,SHOPEE Bulky,1. 10-20kg,23
2026-08-31,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Lộc Thọ,2049500000.00%,(KHO) Nha Trang,SME,2. 20-30kg,4
2026-08-31,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vạn Thạnh,2049500000.00%,(KHO) Nha Trang,SHOPEE Bulky,2. 20-30kg,5
2026-08-31,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Lộc Thọ,2049500000.00%,(KHO) Nha Trang,SHOPEE Bulky,2. 20-30kg,4
2026-08-31,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vạn Thạnh,2049500000.00%,(KHO) Nha Trang,SME,2. 20-30kg,3
2026-08-31,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vạn Thạnh,2049500000.00%,(KHO) Nha Trang,TTS Bulky,2. 20-30kg,1
2026-08-31,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vạn Thạnh,2049500000.00%,(KHO) Nha Trang,TTS Bulky,3. 30-50kg,1
2026-08-31,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Lộc Thọ,2049500000.00%,(KHO) Nha Trang,SME,3. 30-50kg,1
2026-08-31,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vạn Thạnh,2049500000.00%,(KHO) Nha Trang,SME,3. 30-50kg,4
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Thái,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,1. 10-20kg,5
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Vinh,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,1. 10-20kg,2
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Hữu,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,1. 10-20kg,4
2026-08-31,NTB,Ninh Thuận,Huyện Thuận Nam,Xã Phước Dinh,2049900000.00%,(NTH) Phước Dinh,SME,1. 10-20kg,10
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Thị trấn Phước Dân,2049900000.00%,(NTH) Phước Dinh,SME,1. 10-20kg,2
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã An Hải,2049900000.00%,(NTH) Phước Dinh,TTS,1. 10-20kg,2
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Thuận,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,1. 10-20kg,2
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Thuận,2049900000.00%,(NTH) Phước Dinh,TTS,1. 10-20kg,1
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Thị trấn Phước Dân,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,1. 10-20kg,8
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Hải,2049900000.00%,(NTH) Phước Dinh,TTS,1. 10-20kg,1
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Hải,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,1. 10-20kg,6
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã An Hải,2049900000.00%,(NTH) Phước Dinh,SME,1. 10-20kg,1
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Thái,2049900000.00%,(NTH) Phước Dinh,TTS,1. 10-20kg,1
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Sơn,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,1. 10-20kg,1
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Thị trấn Phước Dân,2049900000.00%,(NTH) Phước Dinh,TTS,1. 10-20kg,1
2026-08-31,NTB,Ninh Thuận,Huyện Thuận Nam,Xã Phước Dinh,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,1. 10-20kg,4
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Hậu,2049900000.00%,(NTH) Phước Dinh,TTS,1. 10-20kg,1
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Hậu,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,1. 10-20kg,2
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Thái,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,2. 20-30kg,3
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Hải,2049900000.00%,(NTH) Phước Dinh,TTS Bulky,3. 30-50kg,2
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Thái,2049900000.00%,(NTH) Phước Dinh,TTS Bulky,3. 30-50kg,1
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Hữu,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,3. 30-50kg,1
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Hải,2049900000.00%,(NTH) Phước Dinh,SME,3. 30-50kg,1
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Vinh,2049900000.00%,(NTH) Phước Dinh,TTS Bulky,3. 30-50kg,1
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Thái,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,4. >50kg,1
2026-08-31,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Vinh,2049900000.00%,(NTH) Phước Dinh,SME,4. >50kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hiệp,2054300000.00%,(KHO) Ninh Hòa 2,TTS,1. 10-20kg,2
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Bình,2054300000.00%,(KHO) Ninh Hòa 2,TTS,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Bình,2054300000.00%,(KHO) Ninh Hòa 2,SME,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hiệp,2054300000.00%,(KHO) Ninh Hòa 2,SME,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Giang,2054300000.00%,(KHO) Ninh Hòa 2,TTS,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hiệp,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,1. 10-20kg,16
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Quang,2054300000.00%,(KHO) Ninh Hòa 2,TTS Bulky,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Đa,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,1. 10-20kg,3
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Ích,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Hưng,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,1. 10-20kg,2
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hà,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,1. 10-20kg,2
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Đông,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,1. 10-20kg,6
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hà,2054300000.00%,(KHO) Ninh Hòa 2,TTS,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Lộc,2054300000.00%,(KHO) Ninh Hòa 2,SME,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Bình,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,1. 10-20kg,3
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Ích,2054300000.00%,(KHO) Ninh Hòa 2,TTS,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Quang,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,1. 10-20kg,5
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Trung,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Đông,2054300000.00%,(KHO) Ninh Hòa 2,TTS,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Quang,2054300000.00%,(KHO) Ninh Hòa 2,SME,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hiệp,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,2. 20-30kg,9
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Ích,2054300000.00%,(KHO) Ninh Hòa 2,SME,2. 20-30kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Lộc,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,2. 20-30kg,2
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Bình,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,2. 20-30kg,2
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hiệp,2054300000.00%,(KHO) Ninh Hòa 2,SME,2. 20-30kg,2
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hà,2054300000.00%,(KHO) Ninh Hòa 2,SME,2. 20-30kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Bình,2054300000.00%,(KHO) Ninh Hòa 2,SME,3. 30-50kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Giang,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,3. 30-50kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hà,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,3. 30-50kg,2
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Bình,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,3. 30-50kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hiệp,2054300000.00%,(KHO) Ninh Hòa 2,SME,3. 30-50kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Trung,2054300000.00%,(KHO) Ninh Hòa 2,SME,3. 30-50kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Quang,2054300000.00%,(KHO) Ninh Hòa 2,TTS Bulky,3. 30-50kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hiệp,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,3. 30-50kg,4
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Đông,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,4. >50kg,1
2026-08-31,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hiệp,2054300000.00%,(KHO) Ninh Hòa 2,SME,4. >50kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Khánh Bình,2055800000.00%,(KHO) Khánh Vĩnh,SME,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Liên Sang,2055800000.00%,(KHO) Khánh Vĩnh,SHOPEE Bulky,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Sông Cầu,2055800000.00%,(KHO) Khánh Vĩnh,SHOPEE Bulky,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Thị trấn Khánh Vĩnh,2055800000.00%,(KHO) Khánh Vĩnh,TTS,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Khánh Nam,2055800000.00%,(KHO) Khánh Vĩnh,SME,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Thị trấn Khánh Vĩnh,2055800000.00%,(KHO) Khánh Vĩnh,SHOPEE Bulky,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Khánh Đông,2055800000.00%,(KHO) Khánh Vĩnh,TTS,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Khánh Thành,2055800000.00%,(KHO) Khánh Vĩnh,SHOPEE Bulky,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Thị trấn Khánh Vĩnh,2055800000.00%,(KHO) Khánh Vĩnh,SME,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Liên Sang,2055800000.00%,(KHO) Khánh Vĩnh,SME,2. 20-30kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Thị trấn Khánh Vĩnh,2055800000.00%,(KHO) Khánh Vĩnh,SHOPEE Bulky,2. 20-30kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Khánh Nam,2055800000.00%,(KHO) Khánh Vĩnh,SHOPEE Bulky,2. 20-30kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Khánh Đông,2055800000.00%,(KHO) Khánh Vĩnh,SME,2. 20-30kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Khánh Đông,2055800000.00%,(KHO) Khánh Vĩnh,TTS Bulky,3. 30-50kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Thị trấn Khánh Vĩnh,2055800000.00%,(KHO) Khánh Vĩnh,SME,3. 30-50kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Cầu Bà,2055800000.00%,(KHO) Khánh Vĩnh,TTS Bulky,3. 30-50kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Sơn Thái,2055800000.00%,(KHO) Khánh Vĩnh,SHOPEE Bulky,4. >50kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Liên Sang,2055800000.00%,(KHO) Khánh Vĩnh,SHOPEE Bulky,4. >50kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Khánh Trung,2055800000.00%,(KHO) Khánh Vĩnh,TTS Bulky,4. >50kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Đông,2058800000.00%,(KHO) Cam Lâm 2,TTS,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam An Nam,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,1. 10-20kg,2
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam An Bắc,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,1. 10-20kg,3
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Tây,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,1. 10-20kg,7
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hiệp Nam,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,1. 10-20kg,2
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Đông,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,1. 10-20kg,6
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Thị trấn Cam Đức,2058800000.00%,(KHO) Cam Lâm 2,SME,1. 10-20kg,4
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Đông,2058800000.00%,(KHO) Cam Lâm 2,SME,1. 10-20kg,2
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Thành Bắc,2058800000.00%,(KHO) Cam Lâm 2,SME,1. 10-20kg,10
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Thị trấn Cam Đức,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,1. 10-20kg,7
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Thành Bắc,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,1. 10-20kg,3
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Phước Tây,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,1. 10-20kg,3
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hiệp Nam,2058800000.00%,(KHO) Cam Lâm 2,SME,1. 10-20kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hiệp Bắc,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,2. 20-30kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam An Nam,2058800000.00%,(KHO) Cam Lâm 2,SME,2. 20-30kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam An Nam,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,2. 20-30kg,2
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam An Bắc,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,2. 20-30kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hiệp Nam,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,2. 20-30kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam An Bắc,2058800000.00%,(KHO) Cam Lâm 2,SME,2. 20-30kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Đông,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,2. 20-30kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Tây,2058800000.00%,(KHO) Cam Lâm 2,SME,2. 20-30kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Phước Tây,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,3. 30-50kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Đông,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,3. 30-50kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Tây,2058800000.00%,(KHO) Cam Lâm 2,SME,3. 30-50kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Tây,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,3. 30-50kg,3
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam An Bắc,2058800000.00%,(KHO) Cam Lâm 2,TTS Bulky,3. 30-50kg,1
2026-08-31,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Tây,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,4. >50kg,1
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Quảng Trực,2059000000.00%,(DNO) Tuy Đức,SHOPEE Bulky,1. 10-20kg,2
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Quảng Tâm,2059000000.00%,(DNO) Tuy Đức,TTS,1. 10-20kg,2
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Quảng Trực,2059000000.00%,(DNO) Tuy Đức,TTS,1. 10-20kg,1
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk R'Tíh,2059000000.00%,(DNO) Tuy Đức,SHOPEE Bulky,1. 10-20kg,1
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Quảng Tâm,2059000000.00%,(DNO) Tuy Đức,SHOPEE Bulky,1. 10-20kg,3
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk Búk So,2059000000.00%,(DNO) Tuy Đức,SME,1. 10-20kg,2
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk Búk So,2059000000.00%,(DNO) Tuy Đức,TTS Bulky,1. 10-20kg,1
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk Búk So,2059000000.00%,(DNO) Tuy Đức,SHOPEE Bulky,1. 10-20kg,5
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk Búk So,2059000000.00%,(DNO) Tuy Đức,TTS,1. 10-20kg,1
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk R'Tíh,2059000000.00%,(DNO) Tuy Đức,TTS,1. 10-20kg,1
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk R'Tíh,2059000000.00%,(DNO) Tuy Đức,SHOPEE Bulky,2. 20-30kg,1
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Quảng Tâm,2059000000.00%,(DNO) Tuy Đức,SHOPEE Bulky,2. 20-30kg,3
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk Búk So,2059000000.00%,(DNO) Tuy Đức,SME,2. 20-30kg,1
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk Búk So,2059000000.00%,(DNO) Tuy Đức,SHOPEE Bulky,2. 20-30kg,2
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk R'Tíh,2059000000.00%,(DNO) Tuy Đức,SHOPEE Bulky,3. 30-50kg,1
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk Búk So,2059000000.00%,(DNO) Tuy Đức,SHOPEE Bulky,3. 30-50kg,1
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Quảng Trực,2059000000.00%,(DNO) Tuy Đức,SHOPEE Bulky,4. >50kg,1
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk R'Tíh,2059000000.00%,(DNO) Tuy Đức,SHOPEE Bulky,4. >50kg,1
2026-08-31,NTB,Đắk Nông,Huyện Tuy Đức,Xã Quảng Tâm,2059000000.00%,(DNO) Tuy Đức,SHOPEE Bulky,4. >50kg,2
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Nam Đà,2059100000.00%,(DNO) Krông Nô,TTS,1. 10-20kg,1
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Thị trấn Đắk Mâm,2059100000.00%,(DNO) Krông Nô,SME,1. 10-20kg,1
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Nâm Nung,2059100000.00%,(DNO) Krông Nô,SME,1. 10-20kg,2
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Nâm Nung,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,1. 10-20kg,2
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Đắk Drô,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,1. 10-20kg,1
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Nam Xuân,2059100000.00%,(DNO) Krông Nô,SME,1. 10-20kg,2
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Đắk Nang,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,1. 10-20kg,1
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Quảng Phú,2059100000.00%,(DNO) Krông Nô,TTS,1. 10-20kg,1
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Thị trấn Đắk Mâm,2059100000.00%,(DNO) Krông Nô,TTS,1. 10-20kg,2
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Đắk Sôr,2059100000.00%,(DNO) Krông Nô,SME,1. 10-20kg,1
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Thị trấn Đắk Mâm,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,1. 10-20kg,9
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Nam Đà,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,1. 10-20kg,5
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Quảng Phú,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,1. 10-20kg,2
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Đắk Sôr,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,1. 10-20kg,1
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Đắk Drô,2059100000.00%,(DNO) Krông Nô,TTS,1. 10-20kg,2
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Tân Thành,2059100000.00%,(DNO) Krông Nô,TTS,1. 10-20kg,2
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Thị trấn Đắk Mâm,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,2. 20-30kg,1
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Tân Thành,2059100000.00%,(DNO) Krông Nô,SME,2. 20-30kg,1
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Nam Xuân,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,2. 20-30kg,2
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Thị trấn Đắk Mâm,2059100000.00%,(DNO) Krông Nô,SME,2. 20-30kg,1
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Đắk Sôr,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,2. 20-30kg,1
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Quảng Phú,2059100000.00%,(DNO) Krông Nô,TTS Bulky,2. 20-30kg,1
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Nâm N'Đir,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,2. 20-30kg,1
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Quảng Phú,2059100000.00%,(DNO) Krông Nô,SME,2. 20-30kg,1
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Đắk Drô,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,2. 20-30kg,1
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Đức Xuyên,2059100000.00%,(DNO) Krông Nô,SME,2. 20-30kg,1
2026-08-31,NTB,Đắk Nông,Huyện Krông Nô,Xã Nam Đà,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,2. 20-30kg,1
